date_valued,entry_id,scheme_id,net_asset_value,outstanding_number_of_units,nav_per_unit,sale_price_per_unit,repurchase_price_per_unit,scheme_name
17/03/2023,1679000400,5,"660,421,099,961.91","1,880,636,337.77",351.169,351.169,351.169,Liquid Fund
17/03/2023,1679000400,6,"373,291,106,232.84","3,252,836,066.29",114.7587,114.7587,114.7587,Bond Fund
16/03/2023,1678914000,1,"309,430,404,479.51","344,705,969.10",897.6648,897.6648,888.6881,Umoja Fund
16/03/2023,1678914000,2,"8,014,914,166.32","10,470,533.43",765.4733,765.4733,750.1639,Wekeza Maisha Fund
16/03/2023,1678914000,3,"9,371,718,765.36","16,595,169.43",564.7257,564.7257,559.0784,Watoto Fund
16/03/2023,1678914000,4,"19,608,238,983.50","121,758,737.63",161.0417,161.0417,157.8209,Jikimu Fund
16/03/2023,1678914000,5,"659,579,609,901.41","1,878,756,669.29",351.0724,351.0724,351.0724,Liquid Fund
16/03/2023,1678914000,6,"372,788,029,548.71","3,249,334,932.74",114.7275,114.7275,114.7275,Bond Fund
15/03/2023,1678827600,1,"309,378,988,987.84","344,701,223.88",897.528,897.528,888.5527,Umoja Fund
15/03/2023,1678827600,2,"8,004,419,724.08","10,460,801.64",765.1822,765.1822,749.8786,Wekeza Maisha Fund
15/03/2023,1678827600,3,"9,366,008,046.27","16,590,431.08",564.5428,564.5428,558.8974,Watoto Fund
15/03/2023,1678827600,4,"19,594,397,047.71","121,713,423.70",160.988,160.988,157.7682,Jikimu Fund
15/03/2023,1678827600,5,"658,518,214,182.26","1,876,250,107.59",350.9757,350.9757,350.9757,Liquid Fund
15/03/2023,1678827600,6,"372,128,232,392.90","3,244,466,196.78",114.6963,114.6963,114.6963,Bond Fund
14/03/2023,1678741200,1,"309,222,254,518.98","344,683,904.54",897.1183,897.1183,888.1472,Umoja Fund
14/03/2023,1678741200,2,"8,012,340,569.64","10,472,699.79",765.0692,765.0692,749.7679,Wekeza Maisha Fund
14/03/2023,1678741200,3,"9,338,878,048.84","16,547,087.85",564.382,564.382,558.7382,Watoto Fund
14/03/2023,1678741200,4,"19,580,423,744.16","121,661,509.58",160.9418,160.9418,157.723,Jikimu Fund
14/03/2023,1678741200,5,"657,921,003,871.53","1,875,056,357.90",350.8807,350.8807,350.8807,Liquid Fund
14/03/2023,1678741200,6,"371,249,554,757.48","3,237,673,354.10",114.6655,114.6655,114.6655,Bond Fund
13/03/2023,1678654800,1,"309,149,251,134.71","344,655,068.20",896.9816,896.9816,888.0118,Umoja Fund
13/03/2023,1678654800,2,"8,005,093,978.71","10,467,245.91",764.7756,764.7756,749.4801,Wekeza Maisha Fund
13/03/2023,1678654800,3,"9,320,350,007.88","16,519,620.58",564.1988,564.1988,558.5568,Watoto Fund
13/03/2023,1678654800,4,"19,554,702,232.29","121,542,322.62",160.888,160.888,157.6702,Jikimu Fund
13/03/2023,1678654800,5,"653,950,539,468.02","1,864,244,207.70",350.7859,350.7859,350.7859,Liquid Fund
13/03/2023,1678654800,6,"370,102,190,780.38","3,228,533,982.99",114.6348,114.6348,114.6348,Bond Fund
10/03/2023,1678395600,1,"308,983,731,862.66","344,614,767.37",896.6062,896.6062,887.6401,Umoja Fund
10/03/2023,1678395600,2,"7,989,967,643.99","10,454,527.20",764.2591,764.2591,748.9739,Wekeza Maisha Fund
10/03/2023,1678395600,3,"9,292,164,608.98","16,480,469.52",563.8289,563.8289,558.1906,Watoto Fund
10/03/2023,1678395600,4,"19,521,579,232.80","121,412,107.07",160.7877,160.7877,157.572,Jikimu Fund
10/03/2023,1678395600,5,"652,414,854,837.09","1,861,386,462.57",350.4994,350.4994,350.4994,Liquid Fund
10/03/2023,1678395600,6,"368,717,201,185.52","3,219,039,927.39",114.5426,114.5426,114.5426,Bond Fund
09/03/2023,1678309200,1,"308,724,109,698.69","344,487,103.22",896.1848,896.1848,887.223,Umoja Fund
09/03/2023,1678309200,2,"8,025,849,835.52","10,504,777.76",764.019,764.019,748.7386,Wekeza Maisha Fund
09/03/2023,1678309200,3,"9,271,422,572.51","16,450,148.61",563.6072,563.6072,557.9712,Watoto Fund
09/03/2023,1678309200,4,"19,501,925,893.59","121,340,184.29",160.7211,160.7211,157.5067,Jikimu Fund
09/03/2023,1678309200,5,"651,698,599,320.74","1,859,850,700.82",350.4037,350.4037,350.4037,Liquid Fund
09/03/2023,1678309200,6,"367,599,942,944.20","3,210,147,883.30",114.5118,114.5118,114.5118,Bond Fund
08/03/2023,1678222800,1,"308,746,488,229.95","344,495,086.12",896.229,896.229,887.2667,Umoja Fund
08/03/2023,1678222800,2,"7,998,798,499.17","10,474,158.06",763.6698,763.6698,748.3964,Wekeza Maisha Fund
08/03/2023,1678222800,3,"9,264,024,493.98","16,441,829.22",563.4424,563.4424,557.808,Watoto Fund
08/03/2023,1678222800,4,"19,493,099,947.13","121,323,716.28",160.6702,160.6702,157.4567,Jikimu Fund
08/03/2023,1678222800,5,"649,248,358,817.14","1,853,364,450.69",350.308,350.308,350.308,Liquid Fund
08/03/2023,1678222800,6,"365,235,605,832.91","3,190,364,777.73",114.4808,114.4808,114.4808,Bond Fund
07/03/2023,1678136400,1,"308,532,487,422.16","344,502,761.89",895.5878,895.5878,886.632,Umoja Fund
07/03/2023,1678136400,2,"7,980,980,138.14","10,457,389.77",763.1905,763.1905,747.9267,Wekeza Maisha Fund
07/03/2023,1678136400,3,"9,245,176,049.28","16,421,943.82",562.977,562.977,557.3472,Watoto Fund
07/03/2023,1678136400,4,"19,468,402,250.14","121,300,663.18",160.4971,160.4971,157.2871,Jikimu Fund
07/03/2023,1678136400,5,"647,620,639,152.32","1,849,223,985.33",350.2121,350.2121,350.2121,Liquid Fund
07/03/2023,1678136400,6,"364,711,091,685.80","3,186,648,272.73",114.4497,114.4497,114.4497,Bond Fund
06/03/2023,1678050000,1,"308,594,088,498.36","344,573,230.90",895.5835,895.5835,886.6276,Umoja Fund
06/03/2023,1678050000,2,"7,900,350,198.29","10,351,587.48",763.2018,763.2018,747.9378,Wekeza Maisha Fund
06/03/2023,1678050000,3,"9,186,690,857.75","16,318,466.90",562.9629,562.9629,557.3332,Watoto Fund
06/03/2023,1678050000,4,"19,462,877,192.28","121,260,939.98",160.5041,160.5041,157.294,Jikimu Fund
06/03/2023,1678050000,5,"645,145,026,563.22","1,842,653,184.73",350.1174,350.1174,350.1174,Liquid Fund
06/03/2023,1678050000,6,"363,231,816,536.33","3,174,563,062.57",114.4195,114.4195,114.4195,Bond Fund
03/03/2023,1677790800,1,"308,485,608,898.47","344,596,607.92",895.2079,895.2079,886.2558,Umoja Fund
03/03/2023,1677790800,2,"7,886,286,620.56","10,340,173.72",762.6842,762.6842,747.4305,Wekeza Maisha Fund
03/03/2023,1677790800,3,"9,165,449,601.46","16,291,522.73",562.5901,562.5901,556.9642,Watoto Fund
03/03/2023,1677790800,4,"19,400,855,287.45","120,950,049.04",160.4039,160.4039,157.1958,Jikimu Fund
03/03/2023,1677790800,5,"621,187,517,671.74","1,775,644,897.88",349.8377,349.8377,349.8377,Liquid Fund
03/03/2023,1677790800,6,"362,094,770,393.55","3,167,137,498.87",114.3287,114.3287,114.3287,Bond Fund
02/03/2023,1677704400,1,"308,500,339,627.46","344,547,069.89",895.3794,895.3794,886.4256,Umoja Fund
02/03/2023,1677704400,2,"7,876,809,349.85","10,325,631.45",762.5792,762.5792,747.3276,Wekeza Maisha Fund
02/03/2023,1677704400,3,"9,151,383,346.61","16,267,244.71",562.5651,562.5651,556.9394,Watoto Fund
02/03/2023,1677704400,4,"19,393,024,703.96","120,901,345.22",160.4037,160.4037,157.1956,Jikimu Fund
02/03/2023,1677704400,5,"620,297,269,128.30","1,773,592,048.20",349.7407,349.7407,349.7407,Liquid Fund
02/03/2023,1677704400,6,"358,878,478,342.16","3,139,831,672.19",114.2986,114.2986,114.2986,Bond Fund
01/03/2023,1677618000,1,"308,480,576,934.73","344,573,206.38",895.2541,895.2541,886.3016,Umoja Fund
01/03/2023,1677618000,2,"7,872,345,799.92","10,325,631.45",762.4082,762.4082,747.16,Wekeza Maisha Fund
01/03/2023,1677618000,3,"9,141,502,495.86","16,253,278.01",562.4405,562.4405,556.8161,Watoto Fund
01/03/2023,1677618000,4,"19,382,023,436.51","120,858,025.46",160.3702,160.3702,157.1628,Jikimu Fund
01/03/2023,1677618000,5,"622,630,260,155.37","1,780,760,169.29",349.643,349.643,349.643,Liquid Fund
01/03/2023,1677618000,6,"356,914,323,611.80","3,123,479,290.07",114.2682,114.2682,114.2682,Bond Fund
28/02/2023,1677531600,1,"308,359,663,214.14","344,564,962.23",894.9246,894.9246,885.9754,Umoja Fund
28/02/2023,1677531600,2,"7,840,263,786.06","10,285,841.23",762.2385,762.2385,746.9937,Wekeza Maisha Fund
28/02/2023,1677531600,3,"9,128,579,232.81","16,237,475.83",562.192,562.192,556.5701,Watoto Fund
28/02/2023,1677531600,4,"19,351,862,676.38","120,744,679.72",160.2709,160.2709,157.0655,Jikimu Fund
28/02/2023,1677531600,5,"706,601,635,121.05","2,021,989,281.30",349.4586,349.4586,349.4586,Liquid Fund
28/02/2023,1677531600,6,"358,395,373,306.39","3,110,058,945.67",115.2375,115.2375,115.2375,Bond Fund
27/02/2023,1677445200,1,"308,325,646,151.37","344,610,495.93",894.7076,894.7076,885.7606,Umoja Fund
27/02/2023,1677445200,2,"7,791,990,089.99","10,225,659.50",762.0037,762.0037,746.7636,Wekeza Maisha Fund
27/02/2023,1677445200,3,"9,121,192,619.03","16,227,254.56",562.0909,562.0909,556.47,Watoto Fund
27/02/2023,1677445200,4,"19,363,245,507.08","120,817,096.20",160.2691,160.2691,157.0637,Jikimu Fund
27/02/2023,1677445200,5,"703,336,478,714.12","2,016,032,482.21",348.8716,348.8716,348.8716,Liquid Fund
27/02/2023,1677445200,6,"356,786,428,483.03","3,096,921,350.90",115.2068,115.2068,115.2068,Bond Fund
24/02/2023,1677186000,1,"308,282,871,994.95","344,592,959.86",894.629,894.629,885.6828,Umoja Fund
24/02/2023,1677186000,2,"7,763,757,105.21","10,194,590.21",761.5566,761.5566,746.3254,Wekeza Maisha Fund
24/02/2023,1677186000,3,"9,109,635,068.25","16,214,601.09",561.8168,561.8168,556.1986,Watoto Fund
24/02/2023,1677186000,4,"19,345,648,290.58","120,757,968.67",160.2018,160.2018,156.9978,Jikimu Fund
24/02/2023,1677186000,5,"702,739,622,675.84","2,015,883,879.74",348.6012,348.6012,348.6012,Liquid Fund
24/02/2023,1677186000,6,"356,088,066,159.15","3,093,340,883.25",115.1144,115.1144,115.1144,Bond Fund
23/02/2023,1677099600,1,"308,131,731,666.12","344,584,039.92",894.2136,894.2136,885.2715,Umoja Fund
23/02/2023,1677099600,2,"7,736,292,647.29","10,160,841.84",761.383,761.383,746.1554,Wekeza Maisha Fund
23/02/2023,1677099600,3,"9,094,378,130.06","16,193,080.21",561.6213,561.6213,556.005,Watoto Fund
23/02/2023,1677099600,4,"19,328,347,538.07","120,692,656.96",160.1452,160.1452,156.9423,Jikimu Fund
23/02/2023,1677099600,5,"699,978,870,665.56","2,011,879,236.10",347.9229,347.9229,347.9229,Liquid Fund
23/02/2023,1677099600,6,"355,379,115,828.11","3,088,009,803.95",115.0835,115.0835,115.0835,Bond Fund
22/02/2023,1677013200,1,"307,881,533,890.69","344,615,130.11",893.4069,893.4069,884.4728,Umoja Fund
22/02/2023,1677013200,2,"7,725,778,050.10","10,146,834.71",761.3978,761.3978,746.1699,Wekeza Maisha Fund
22/02/2023,1677013200,3,"9,081,014,530.93","16,179,389.67",561.2705,561.2705,555.6578,Watoto Fund
22/02/2023,1677013200,4,"19,288,076,451.00","120,679,915.17",159.8284,159.8284,156.6318,Jikimu Fund
22/02/2023,1677013200,5,"700,459,702,508.24","2,014,802,638.05",347.6567,347.6567,347.6567,Liquid Fund
22/02/2023,1677013200,6,"353,931,144,883.41","3,084,443,438.13",114.7472,114.7472,114.7472,Bond Fund
21/02/2023,1676926800,1,"307,895,239,455.85","344,679,049.21",893.281,893.281,884.3482,Umoja Fund
21/02/2023,1676926800,2,"7,718,863,816.51","10,140,041.68",761.226,761.226,746.0015,Wekeza Maisha Fund
21/02/2023,1676926800,3,"9,066,971,431.24","16,157,926.13",561.147,561.147,555.5355,Watoto Fund
21/02/2023,1676926800,4,"19,371,991,979.84","121,230,820.19",159.7943,159.7943,156.5984,Jikimu Fund
21/02/2023,1676926800,5,"699,713,663,654.26","2,013,189,443.54",347.5647,347.5647,347.5647,Liquid Fund
21/02/2023,1676926800,6,"353,518,653,574.38","3,081,689,798.82",114.7158,114.7158,114.7158,Bond Fund
20/02/2023,1676840400,1,"307,785,646,361.16","344,633,931.79",893.0799,893.0799,884.1491,Umoja Fund
20/02/2023,1676840400,2,"7,709,644,122.73","10,130,220.20",761.054,761.054,745.8329,Wekeza Maisha Fund
20/02/2023,1676840400,3,"9,053,874,560.04","16,138,144.42",561.0233,561.0233,555.413,Watoto Fund
20/02/2023,1676840400,4,"19,334,335,120.65","121,020,668.25",159.7606,159.7606,156.5654,Jikimu Fund
20/02/2023,1676840400,5,"696,934,002,803.27","2,006,020,751.07",347.4211,347.4211,347.4211,Liquid Fund
20/02/2023,1676840400,6,"351,268,298,739.38","3,062,894,196.93",114.6851,114.6851,114.6851,Bond Fund
17/02/2023,1676581200,1,"307,532,519,820.93","344,610,061.47",892.4073,892.4073,883.4832,Umoja Fund
17/02/2023,1676581200,2,"7,694,495,528.45","10,118,054.40",760.4718,760.4718,745.2624,Wekeza Maisha Fund
17/02/2023,1676581200,3,"9,025,019,726.07","16,100,247.64",560.5516,560.5516,554.9461,Watoto Fund
17/02/2023,1676581200,4,"19,280,982,845.18","120,788,406.58",159.6261,159.6261,156.4336,Jikimu Fund
17/02/2023,1676581200,5,"695,600,749,771.79","2,003,785,304.19",347.1434,347.1434,347.1434,Liquid Fund
17/02/2023,1676581200,6,"350,015,315,590.01","3,054,469,714.37",114.5912,114.5912,114.5912,Bond Fund
16/02/2023,1676494800,1,"307,409,150,091.70","344,515,714.18",892.2936,892.2936,883.3706,Umoja Fund
16/02/2023,1676494800,2,"7,700,781,389.57","10,126,950.28",760.4245,760.4245,745.216,Wekeza Maisha Fund
16/02/2023,1676494800,3,"9,020,790,185.41","16,094,500.81",560.489,560.489,554.8841,Watoto Fund
16/02/2023,1676494800,4,"19,262,234,117.22","120,681,104.43",159.6127,159.6127,156.4204,Jikimu Fund
16/02/2023,1676494800,5,"694,505,444,762.00","2,001,164,564.65",347.0506,347.0506,347.0506,Liquid Fund
16/02/2023,1676494800,6,"349,492,852,207.28","3,050,745,878.25",114.5598,114.5598,114.5598,Bond Fund
15/02/2023,1676408400,1,"307,280,896,702.23","344,534,564.27",891.8725,891.8725,882.9538,Umoja Fund
15/02/2023,1676408400,2,"7,685,094,886.40","10,109,319.89",760.199,760.199,744.995,Wekeza Maisha Fund
15/02/2023,1676408400,3,"8,989,400,434.66","16,044,782.98",560.2694,560.2694,554.6667,Watoto Fund
15/02/2023,1676408400,4,"19,303,738,322.41","120,992,352.07",159.5451,159.5451,156.3542,Jikimu Fund
15/02/2023,1676408400,5,"693,825,341,131.90","1,999,732,632.54",346.9591,346.9591,346.9591,Liquid Fund
15/02/2023,1676408400,6,"348,823,681,619.96","3,045,696,804.34",114.53,114.53,114.53,Bond Fund
14/02/2023,1676322000,1,"307,245,845,303.80","344,543,429.68",891.7478,891.7478,882.8303,Umoja Fund
14/02/2023,1676322000,2,"7,678,387,498.18","10,102,621.88",760.0391,760.0391,744.8383,Wekeza Maisha Fund
14/02/2023,1676322000,3,"8,980,794,083.98","16,032,845.65",560.1497,560.1497,554.5482,Watoto Fund
14/02/2023,1676322000,4,"19,293,282,738.94","120,951,914.96",159.512,159.512,156.3218,Jikimu Fund
14/02/2023,1676322000,5,"695,153,936,923.33","2,004,092,136.90",346.8673,346.8673,346.8673,Liquid Fund
14/02/2023,1676322000,6,"348,088,730,045.15","3,040,070,318.29",114.5002,114.5002,114.5002,Bond Fund
13/02/2023,1676235600,1,"307,057,098,767.35","344,520,697.19",891.2588,891.2588,882.3462,Umoja Fund
13/02/2023,1676235600,2,"7,661,669,318.08","10,089,889.35",759.3413,759.3413,744.1544,Wekeza Maisha Fund
13/02/2023,1676235600,3,"8,959,944,151.04","16,004,294.95",559.8462,559.8462,554.2478,Watoto Fund
13/02/2023,1676235600,4,"19,267,467,394.33","120,881,497.11",159.3914,159.3914,156.2035,Jikimu Fund
13/02/2023,1676235600,5,"695,922,823,250.46","2,006,838,417.77",346.7757,346.7757,346.7757,Liquid Fund
13/02/2023,1676235600,6,"347,403,655,941.60","3,034,877,913.33",114.4704,114.4704,114.4704,Bond Fund
10/02/2023,1675976400,1,"306,951,932,459.82","344,561,195.88",890.8488,890.8488,881.9403,Umoja Fund
10/02/2023,1675976400,2,"7,646,414,116.58","10,069,518.32",759.3625,759.3625,744.1752,Wekeza Maisha Fund
10/02/2023,1675976400,3,"8,947,783,603.55","15,986,563.46",559.7065,559.7065,554.1094,Watoto Fund
10/02/2023,1675976400,4,"19,253,042,272.62","120,807,032.48",159.3702,159.3702,156.1828,Jikimu Fund
10/02/2023,1675976400,5,"695,793,243,802.31","2,007,974,283.59",346.515,346.515,346.515,Liquid Fund
10/02/2023,1675976400,6,"346,714,769,747.56","3,031,219,741.51",114.3813,114.3813,114.3813,Bond Fund
09/02/2023,1675890000,1,"306,785,340,590.57","344,541,225.79",890.4169,890.4169,881.5128,Umoja Fund
09/02/2023,1675890000,2,"7,634,935,873.93","10,059,085.32",759.009,759.009,743.8288,Wekeza Maisha Fund
09/02/2023,1675890000,3,"8,936,171,717.96","15,973,873.51",559.4242,559.4242,553.83,Watoto Fund
09/02/2023,1675890000,4,"19,241,716,554.10","120,802,068.09",159.283,159.283,156.0973,Jikimu Fund
09/02/2023,1675890000,5,"646,050,990,791.03","1,864,891,059.02",346.4283,346.4283,346.4283,Liquid Fund
09/02/2023,1675890000,6,"345,706,629,119.23","3,023,192,043.34",114.3515,114.3515,114.3515,Bond Fund
08/02/2023,1675803600,1,"306,495,241,293.74","344,510,782.73",889.6536,889.6536,880.757,Umoja Fund
08/02/2023,1675803600,2,"7,604,942,133.25","10,026,306.53",758.4989,758.4989,743.3289,Wekeza Maisha Fund
08/02/2023,1675803600,3,"8,903,591,696.44","15,931,365.22",558.8719,558.8719,553.2831,Watoto Fund
08/02/2023,1675803600,4,"19,319,751,594.69","121,446,057.13",159.0809,159.0809,155.8993,Jikimu Fund
08/02/2023,1675803600,5,"645,041,077,500.93","1,862,486,556.57",346.3333,346.3333,346.3333,Liquid Fund
08/02/2023,1675803600,6,"344,955,300,230.22","3,017,408,246.54",114.3217,114.3217,114.3217,Bond Fund
07/02/2023,1675717200,1,"306,304,169,133.16","344,476,790.46",889.1867,889.1867,880.2948,Umoja Fund
07/02/2023,1675717200,2,"7,595,495,216.93","10,015,591.19",758.3671,758.3671,743.1998,Wekeza Maisha Fund
07/02/2023,1675717200,3,"8,896,899,842.92","15,926,260.79",558.6308,558.6308,553.0445,Watoto Fund
07/02/2023,1675717200,4,"19,305,991,169.52","121,407,565.37",159.018,159.018,155.8377,Jikimu Fund
07/02/2023,1675717200,5,"643,714,720,549.04","1,859,167,454.17",346.2382,346.2382,346.2382,Liquid Fund
07/02/2023,1675717200,6,"343,798,295,342.21","3,008,073,336.72",114.2919,114.2919,114.2919,Bond Fund
06/02/2023,1675630800,1,"306,114,941,257.57","344,425,310.56",888.7702,888.7702,879.8825,Umoja Fund
06/02/2023,1675630800,2,"7,546,286,573.80","9,953,671.90",758.141,758.141,742.9782,Wekeza Maisha Fund
06/02/2023,1675630800,3,"8,865,326,130.28","15,876,018.13",558.4099,558.4099,552.8258,Watoto Fund
06/02/2023,1675630800,4,"19,284,620,389.52","121,323,722.34",158.9518,158.9518,155.7727,Jikimu Fund
06/02/2023,1675630800,5,"642,245,268,256.57","1,855,434,443.44",346.1428,346.1428,346.1428,Liquid Fund
06/02/2023,1675630800,6,"343,264,444,732.30","3,004,194,607.87",114.2617,114.2617,114.2617,Bond Fund
03/02/2023,1675371600,1,"305,894,525,020.69","344,436,849.68",888.1005,888.1005,879.2195,Umoja Fund
03/02/2023,1675371600,2,"7,525,767,118.65","9,933,706.41",757.5991,757.5991,742.4471,Wekeza Maisha Fund
03/02/2023,1675371600,3,"8,851,551,777.24","15,864,431.80",557.9495,557.9495,552.37,Watoto Fund
03/02/2023,1675371600,4,"19,265,986,757.46","121,307,553.50",158.8193,158.8193,155.643,Jikimu Fund
03/02/2023,1675371600,5,"633,760,759,567.05","1,832,427,307.67",345.8586,345.8586,345.8586,Liquid Fund
03/02/2023,1675371600,6,"341,693,109,609.19","2,992,793,794.25",114.172,114.172,114.172,Bond Fund
02/02/2023,1675285200,1,"305,857,317,914.44","344,443,402.09",887.9755,887.9755,879.0958,Umoja Fund
02/02/2023,1675285200,2,"7,404,583,394.53","9,775,779.90",757.4417,757.4417,742.2929,Wekeza Maisha Fund
02/02/2023,1675285200,3,"8,841,924,706.77","15,850,573.24",557.83,557.83,552.2517,Watoto Fund
02/02/2023,1675285200,4,"19,257,325,473.36","121,278,397.01",158.7861,158.7861,155.6104,Jikimu Fund
02/02/2023,1675285200,5,"632,662,029,414.17","1,829,758,661.22",345.7626,345.7626,345.7626,Liquid Fund
02/02/2023,1675285200,6,"339,041,158,039.76","2,970,347,390.46",114.1419,114.1419,114.1419,Bond Fund
01/02/2023,1675198800,1,"305,029,264,015.85","344,458,034.82",885.5339,885.5339,876.6786,Umoja Fund
01/02/2023,1675198800,2,"7,378,227,334.18","9,760,847.49",755.9003,755.9003,740.7823,Wekeza Maisha Fund
01/02/2023,1675198800,3,"8,828,038,675.87","15,850,772.86",556.9469,556.9469,551.3774,Watoto Fund
01/02/2023,1675198800,4,"19,247,471,030.16","121,492,715.91",158.4249,158.4249,155.2564,Jikimu Fund
01/02/2023,1675198800,5,"631,087,394,257.91","1,825,703,045.82",345.6681,345.6681,345.6681,Liquid Fund
01/02/2023,1675198800,6,"337,934,658,795.93","2,961,431,674.94",114.1119,114.1119,114.1119,Bond Fund
31/01/2023,1675112400,1,"304,495,983,939.72","344,427,776.75",884.0634,884.0634,875.2227,Umoja Fund
31/01/2023,1675112400,2,"7,339,264,928.62","9,719,418.47",755.1136,755.1136,740.0113,Wekeza Maisha Fund
31/01/2023,1675112400,3,"8,793,536,056.47","15,804,999.94",556.3768,556.3768,550.8131,Watoto Fund
31/01/2023,1675112400,4,"19,169,047,744.80","121,157,730.01",158.2156,158.2156,155.0513,Jikimu Fund
31/01/2023,1675112400,5,"629,582,333,793.99","1,821,860,678.69",345.5711,345.5711,345.5711,Liquid Fund
31/01/2023,1675112400,6,"340,430,789,484.49","2,958,168,112.32",115.0816,115.0816,115.0816,Bond Fund
30/01/2023,1675026000,1,"303,926,684,493.29","344,505,984.82",882.2102,882.2102,873.3881,Umoja Fund
30/01/2023,1675026000,2,"7,314,457,957.64","9,699,202.00",754.1299,754.1299,739.0473,Wekeza Maisha Fund
30/01/2023,1675026000,3,"8,810,835,443.32","15,852,559.37",555.7989,555.7989,550.2409,Watoto Fund
30/01/2023,1675026000,4,"19,078,123,712.81","120,765,636.64",157.9764,157.9764,154.8169,Jikimu Fund
30/01/2023,1675026000,5,"626,679,767,307.23","1,813,960,415.71",345.476,345.476,345.476,Liquid Fund
30/01/2023,1675026000,6,"339,724,248,688.99","2,952,816,054.69",115.0509,115.0509,115.0509,Bond Fund
27/01/2023,1674766800,1,"303,791,369,479.93","344,498,753.02",881.8359,881.8359,873.0175,Umoja Fund
27/01/2023,1674766800,2,"7,305,317,491.79","9,693,290.75",753.6468,753.6468,738.5739,Wekeza Maisha Fund
27/01/2023,1674766800,3,"8,783,006,269.75","15,812,699.08",555.44,555.44,549.8856,Watoto Fund
27/01/2023,1674766800,4,"19,048,697,920.08","120,655,614.00",157.8766,157.8766,154.7191,Jikimu Fund
27/01/2023,1674766800,5,"625,445,340,439.45","1,811,868,413.83",345.1936,345.1936,345.1936,Liquid Fund
27/01/2023,1674766800,6,"338,652,844,584.62","2,945,834,413.30",114.9599,114.9599,114.9599,Bond Fund
26/01/2023,1674680400,1,"303,727,847,592.22","344,527,376.58",881.5783,881.5783,872.7625,Umoja Fund
26/01/2023,1674680400,2,"7,284,426,563.52","9,672,209.42",753.1295,753.1295,738.0669,Wekeza Maisha Fund
26/01/2023,1674680400,3,"8,757,246,302.69","15,775,776.34",555.1072,555.1072,549.5561,Watoto Fund
26/01/2023,1674680400,4,"18,974,694,674.41","120,269,820.90",157.7677,157.7677,154.6124,Jikimu Fund
26/01/2023,1674680400,5,"623,627,656,937.68","1,807,095,805.07",345.0994,345.0994,345.0994,Liquid Fund
26/01/2023,1674680400,6,"337,466,921,016.32","2,936,297,410.08",114.9294,114.9294,114.9294,Bond Fund
25/01/2023,1674594000,1,"303,801,933,289.44","344,544,350.84",881.7499,881.7499,872.9324,Umoja Fund
25/01/2023,1674594000,2,"7,202,180,668.29","9,648,398.00",746.4639,746.4639,731.5346,Wekeza Maisha Fund
25/01/2023,1674594000,3,"8,691,636,567.57","15,757,682.70",551.5809,551.5809,546.0651,Watoto Fund
25/01/2023,1674594000,4,"18,977,800,666.21","120,289,604.57",157.7676,157.7676,154.6122,Jikimu Fund
25/01/2023,1674594000,5,"613,523,511,204.51","1,778,297,312.06",345.0062,345.0062,345.0062,Liquid Fund
25/01/2023,1674594000,6,"335,933,636,243.12","2,932,238,392.31",114.5656,114.5656,114.5656,Bond Fund
24/01/2023,1674507600,1,"303,564,906,893.01","344,631,096.37",880.8402,880.8402,872.0317,Umoja Fund
24/01/2023,1674507600,2,"7,189,407,304.29","9,635,770.37",746.1165,746.1165,731.1942,Wekeza Maisha Fund
24/01/2023,1674507600,3,"8,682,072,889.76","15,751,040.90",551.2063,551.2063,545.6942,Watoto Fund
24/01/2023,1674507600,4,"18,976,471,089.13","120,366,148.26",157.6562,157.6562,154.5031,Jikimu Fund
24/01/2023,1674507600,5,"613,357,932,354.07","1,778,304,722.82",344.9116,344.9116,344.9116,Liquid Fund
24/01/2023,1674507600,6,"334,890,539,940.38","2,923,907,816.42",114.5353,114.5353,114.5353,Bond Fund
23/01/2023,1674421200,1,"303,215,960,782.30","344,649,355.30",879.781,879.781,870.9832,Umoja Fund
23/01/2023,1674421200,2,"7,166,185,939.66","9,610,018.24",745.6995,745.6995,730.7855,Wekeza Maisha Fund
23/01/2023,1674421200,3,"8,653,849,252.28","15,718,122.63",550.5651,550.5651,545.0594,Watoto Fund
23/01/2023,1674421200,4,"18,946,475,311.97","120,358,539.74",157.417,157.417,154.2686,Jikimu Fund
23/01/2023,1674421200,5,"608,714,067,222.59","1,765,322,211.62",344.8175,344.8175,344.8175,Liquid Fund
23/01/2023,1674421200,6,"333,697,089,559.41","2,914,276,826.66",114.5043,114.5043,114.5043,Bond Fund
20/01/2023,1674162000,1,"303,066,394,147.29","344,625,866.36",879.407,879.407,870.6129,Umoja Fund
20/01/2023,1674162000,2,"7,142,103,550.51","9,584,203.13",745.1953,745.1953,730.2914,Wekeza Maisha Fund
20/01/2023,1674162000,3,"8,636,836,331.64","15,697,799.16",550.1941,550.1941,544.6921,Watoto Fund
20/01/2023,1674162000,4,"18,893,472,655.69","120,098,340.88",157.3167,157.3167,154.1703,Jikimu Fund
20/01/2023,1674162000,5,"606,545,176,488.67","1,760,483,424.62",344.5333,344.5333,344.5333,Liquid Fund
20/01/2023,1674162000,6,"332,710,166,866.66","2,908,010,937.18",114.4116,114.4116,114.4116,Bond Fund
19/01/2023,1674075600,1,"303,007,631,442.27","344,607,911.99",879.2823,879.2823,870.4895,Umoja Fund
